2019-04-10 18:10:00+00:00,340.236978,31.007276375,46.4106431428571,,,,0,65.8995321428571,57.765094,1067.3071375,71.879955,71.108231,42.0135795714285,43.6428571428571,155.2,70.2003222666666,9.579117,2,G01,155.2,5.31017314666666
2019-04-10 18:20:00+00:00,195.364269789473,30.810894875,46.2006305,,,,0,64.5060481249999,57.21457925,1030.10355,70.3427125,69.537426875,42.379599625,43.5232515,130,40.2919241578947,9.2382215,2,G01,130,4.40437876315789
2019-04-10 18:30:00+00:00,209.8973045,30.436691,45.9454808999999,,,,0,63.2479113999999,56.5224042,1030.13796,68.180392,67.3403175999999,42.0050099,43.2812496,120.75,43.8912508999999,9.2343371,2,G01,120.75,4.77251483
2019-04-10 18:40:00+00:00,103.23581815,30.3096958999999,45.750169,,,,0,61.4447047,55.8311245,1030.08918,66.1209026,65.3142841,42.003815,42.956255,115.5,19.890790685,9.2313208,2,G01,115.5,3.99346983
2019-04-10 18:50:00+00:00,108.5540691,30.2971163333333,45.5522494444444,,,,0,59.6505603333333,55.0965827777777,1029.83008888888,64.0469382222222,63.291029,42.003815,42.5763692222222,92.2,22.298121895,9.23612944444444,2,G01,92.2,3.955634835
2019-04-10 19:00:00+00:00,149.14726904,30.4017072,45.4351622999999,,,,0,60.8933795999999,55.283079,1030.17661,62.7114592,61.9770788,42.003815,42.2709805,107,29.9558249,9.23940735,2,G01,107,3.87311478
2019-04-10 19:10:00+00:00,12.5567183,30.4061348888888,45.206545,,,,0,60.0989457777777,54.8223065555555,389.504081,61.706803,61.0226698888888,41.795455,42.3263977777777,95.5,-3.18392021578947,4.31962377142857,1,G01,95.5,2.63092092631578
2019-04-10 19:20:00+00:00,2.38422514499999,30.3732393333333,44.6945875555555,,,,0,57.9580698888888,54.1919866666666,305.335767444444,61.2417418888888,60.6404155555555,41.1165204444444,43.5899941111111,97,-8.747753585,2.70053918333333,2,G01,97,3.15890490499999
2019-04-10 19:30:00+00:00,204.83370855,30.23880275,39.2164989999999,,,,0,53.215505625,55.620458,870.837091875,60.645228,60.088998875,36.746661875,37.828125,114,38.8784491125,7.877386055,2,G01,114,4.262106025
2019-04-10 19:40:00+00:00,15.391047005,30.2970352,44.5704569,,,,0,58.4474118999999,54.3716073,329.979285,59.9085833,59.3428068,41.2490107,43.1875004,123,-9.2888237,2.923321188,2,G01,123,3.337404855
2019-04-10 19:50:00+00:00,123.8887315,30.1423864,44.5888571999999,,,,0,59.9559766,54.9014494,1030.01922,58.8229192999999,58.2446159,41.9953949999999,42.6478313,,24.8967811,9.23630905,2,G01,,3.984214795
2019-04-10 20:00:00+00:00,130.2680831,30.0828777,44.6628475,,,,0,60.4443718,54.8782314,1030.00452999999,58.454551,57.7696472,41.9961849999999,41.681985,134.5,26.08970595,9.24041715,2,G01,134.5,4.129054805
2019-04-10 20:10:00+00:00,310.939787999999,30.0326957,44.6795701,,,,0,62.3765365,55.2556235999999,1053.35975999999,59.0723209999999,58.3263396,41.9961849999999,41.26875,152.5,62.36096,9.44357535,2,G01,152.5,5.301009755
2019-04-10 20:20:00+00:00,173.1864388,30.1028375,44.7276001,,,,0,62.5604789,55.6268819999999,1030.3921,59.7171829,58.9595782,41.9961849999999,41.120631,,35.66302805,9.24429869999999,2,G01,,4.43057988499999
2019-04-10 20:30:00+00:00,215.942611,30.1097505,44.7163633,,,,0,62.396449,55.6724361,1030.32179,59.3981271,58.5957652,41.9961849999999,41.03125,,43.2806833,9.2365374,2,G01,,4.91005478
2019-04-10 20:40:00+00:00,233.668007777777,30.0699126666666,39.7317673333333,,,,0,56.1659191111111,55.9976571111111,1029.92403333333,59.9543195555555,59.1520017777777,37.3299422222222,36.3886211111111,156.25,48.157035,9.23019883333333,2,G01,156.25,4.85529983888888
2019-04-10 20:50:00+00:00,355.4753495,29.9444509,44.681484,,,,0,63.8309811,56.2950352,1063.44383,60.4757098,59.6664793,41.9961849999999,40.9,157,70.4452592499999,9.535425,2,G01,157,5.52962482
2019-04-10 21:00:00+00:00,408.7599565,29.7409264,44.7296056999999,,,,0,65.0418751999999,56.8381484999999,1109.825,61.723333,60.9302605,41.9961849999999,40.94375,148,83.2900949,9.94435654999999,2,G01,148,5.59632476
2019-04-10 21:10:00+00:00,471.636174210526,29.500055,40.2792645,,,,0,59.4429144,57.4057818888888,1152.98385555555,62.8416638888888,62.0681632222222,37.7927298,36.9059994,,94.0130257894736,10.3607933888888,2,G01,,5.64667874736842
2019-04-10 21:20:00+00:00,379.933193157894,29.3737425,44.7904316666666,,,,0,66.3995333333333,57.9382815,1094.32136,63.7302983,62.9691076,41.5515327777777,41.0761753333333,150,78.1516584210526,9.82184589999999,2,G01,150,5.15989452105263
2019-04-10 21:30:00+00:00,303.242819,29.3323806,44.7293002999999,,,,0,65.7662415,58.1081015,1050.06495,63.5673089,62.7645745,41.0039784999999,41.0922897,162,61.11271135,9.4145445,2,G01,162,5.10578483999999
2019-04-10 21:40:00+00:00,455.209395,29.2192732,44.7030867999999,,,,0,66.672297,58.4108746999999,1148.64604999999,64.0039101,63.195882,41.003815,41.0298355,,92.80020815,10.3004203999999,2,G01,,5.986339845
2019-04-10 21:50:00+00:00,375.9682715,29.0943986,44.7206585,,,,0,66.7169744999999,58.7011654,1079.30586999999,64.4586577,63.6736337,41.0027167,41,,75.3354790499999,9.6716977,2,G01,,5.62432981999999
